event,timestamp_local,phase,mould_odour_ou,temperature_c,co2_ppm,sound_dba
mar2024,2024-03-25T00:00,lived-in,8.9,24.19,815,48.6
mar2024,2024-03-25T01:00,lived-in,10.1,23.85,746,46.1
mar2024,2024-03-25T02:00,lived-in,6.6,23.17,684,45.1
mar2024,2024-03-25T03:00,lived-in,5.9,23.06,650,45.1
mar2024,2024-03-25T04:00,lived-in,5.5,23.01,633,45.5
mar2024,2024-03-25T05:00,lived-in,5.3,22.99,625,45.0
mar2024,2024-03-25T06:00,lived-in,5.0,22.93,621,45.5
mar2024,2024-03-25T07:00,lived-in,6.6,22.92,607,45.7
mar2024,2024-03-25T08:00,lived-in,5.2,23.11,632,45.2
mar2024,2024-03-25T09:00,lived-in,55.1,23.70,620,44.8
mar2024,2024-03-25T10:00,lived-in,22.6,24.05,520,44.1
mar2024,2024-03-25T11:00,lived-in,22.8,24.36,440,46.4
mar2024,2024-03-25T12:00,lived-in,15.6,24.77,417,47.1
mar2024,2024-03-25T13:00,lived-in,20.8,24.87,412,44.0
mar2024,2024-03-25T14:00,lived-in,15.4,24.81,405,45.0
mar2024,2024-03-25T15:00,lived-in,11.7,23.61,467,48.1
mar2024,2024-03-25T16:00,lived-in,9.5,24.09,482,42.7
mar2024,2024-03-25T17:00,lived-in,34.7,24.69,535,48.4
mar2024,2024-03-25T18:00,lived-in,22.4,24.91,500,44.3
mar2024,2024-03-25T19:00,lived-in,17.8,25.03,425,44.1
mar2024,2024-03-25T20:00,lived-in,19.2,23.85,494,53.5
mar2024,2024-03-25T21:00,lived-in,29.3,24.41,599,47.8
mar2024,2024-03-25T22:00,lived-in,17.4,24.82,621,42.6
mar2024,2024-03-25T23:00,lived-in,25.3,24.07,620,52.9
mar2024,2024-03-26T00:00,lived-in,10.8,23.32,612,49.4
mar2024,2024-03-26T01:00,lived-in,7.1,23.18,590,45.5
mar2024,2024-03-26T02:00,lived-in,6.3,23.04,581,45.5
mar2024,2024-03-26T03:00,lived-in,6.5,22.99,576,45.5
mar2024,2024-03-26T04:00,lived-in,6.3,22.99,572,45.3
mar2024,2024-03-26T05:00,lived-in,6.0,22.97,566,45.4
mar2024,2024-03-26T06:00,lived-in,6.2,22.93,562,45.6
mar2024,2024-03-26T07:00,lived-in,5.8,22.87,563,46.7
mar2024,2024-03-26T08:00,lived-in,12.0,23.23,606,49.1
mar2024,2024-03-26T09:00,lived-in,5.8,23.98,679,48.3
mar2024,2024-03-26T10:00,lived-in,5.4,24.30,729,51.9
mar2024,2024-03-26T11:00,lived-in,9.0,24.54,804,47.3
mar2024,2024-03-26T12:00,lived-in,6.4,24.58,788,43.3
mar2024,2024-03-26T13:00,lived-in,9.7,24.44,699,47.7
mar2024,2024-03-26T14:00,lived-in,8.1,24.33,663,52.9
mar2024,2024-03-26T15:00,lived-in,5.2,24.30,661,57.1
mar2024,2024-03-26T16:00,lived-in,5.0,24.16,650,53.1
mar2024,2024-03-26T17:00,lived-in,8.4,24.12,638,45.7
mar2024,2024-03-26T18:00,lived-in,3.8,24.52,632,43.2
mar2024,2024-03-26T19:00,lived-in,3.7,24.68,617,47.0
mar2024,2024-03-26T20:00,lived-in,8.2,24.76,675,50.6
mar2024,2024-03-26T21:00,lived-in,8.1,24.08,655,48.8
mar2024,2024-03-26T22:00,lived-in,8.3,23.39,669,50.0
mar2024,2024-03-26T23:00,lived-in,10.7,23.18,649,52.6
mar2024,2024-03-27T00:00,lived-in,13.1,23.13,641,52.0
mar2024,2024-03-27T01:00,lived-in,8.4,23.06,637,45.9
mar2024,2024-03-27T02:00,lived-in,5.7,22.94,613,45.9
mar2024,2024-03-27T03:00,lived-in,4.5,22.83,598,45.8
mar2024,2024-03-27T04:00,lived-in,4.5,22.82,586,45.7
mar2024,2024-03-27T05:00,lived-in,4.3,22.78,588,45.3
mar2024,2024-03-27T06:00,lived-in,4.1,22.75,579,45.8
mar2024,2024-03-27T07:00,lived-in,4.2,22.73,577,46.0
mar2024,2024-03-27T08:00,lived-in,10.7,23.12,626,44.2
mar2024,2024-03-27T09:00,lived-in,20.0,23.62,638,53.7
mar2024,2024-03-27T10:00,lived-in,1.6,23.90,628,55.9
mar2024,2024-03-27T11:00,lived-in,40.3,24.14,608,48.9
mar2024,2024-03-27T12:00,lived-in,71.6,24.11,436,55.8
mar2024,2024-03-27T13:00,lived-in,28.0,24.24,519,50.8
mar2024,2024-03-27T14:00,lived-in,3.5,24.33,570,45.7
mar2024,2024-03-27T15:00,lived-in,10.2,24.17,657,56.7
mar2024,2024-03-27T16:00,lived-in,3.7,24.20,672,54.3
mar2024,2024-03-27T17:00,lived-in,5.3,24.13,640,57.7
mar2024,2024-03-27T18:00,lived-in,39.9,24.03,623,55.2
mar2024,2024-03-27T19:00,lived-in,11.6,24.02,620,46.2
mar2024,2024-03-27T20:00,lived-in,4.5,24.20,602,43.3
mar2024,2024-03-27T21:00,lived-in,3.9,24.28,582,43.3
mar2024,2024-03-27T22:00,lived-in,3.4,24.26,568,42.3
mar2024,2024-03-27T23:00,lived-in,3.0,24.30,551,43.4
mar2024,2024-03-28T00:00,lived-in,9.3,23.82,604,55.6
mar2024,2024-03-28T01:00,lived-in,8.8,22.96,592,47.4
mar2024,2024-03-28T02:00,lived-in,6.6,22.76,553,45.8
mar2024,2024-03-28T03:00,lived-in,5.2,22.71,531,45.6
mar2024,2024-03-28T04:00,lived-in,4.7,22.70,517,45.4
mar2024,2024-03-28T05:00,lived-in,4.5,22.71,503,45.9
mar2024,2024-03-28T06:00,lived-in,3.8,22.64,500,46.0
mar2024,2024-03-28T07:00,lived-in,12.6,23.01,488,44.6
mar2024,2024-03-28T08:00,lived-in,26.5,23.41,510,48.0
mar2024,2024-03-28T09:00,lived-in,249.2,23.66,540,47.4
mar2024,2024-03-29T07:00,empty,222.9,24.16,574,44.7
mar2024,2024-03-29T08:00,empty,132.1,24.47,529,42.9
mar2024,2024-03-29T09:00,empty,123.1,24.60,483,43.0
mar2024,2024-03-29T10:00,empty,107.3,24.72,450,43.0
mar2024,2024-03-29T11:00,empty,104.8,24.92,432,43.8
mar2024,2024-03-29T12:00,empty,101.1,25.07,418,43.4
mar2024,2024-03-29T13:00,empty,95.2,25.16,406,43.4
mar2024,2024-03-29T14:00,empty,99.3,25.26,407,43.7
mar2024,2024-03-29T15:00,empty,93.8,25.30,405,43.6
mar2024,2024-03-29T16:00,empty,93.2,25.28,407,43.7
mar2024,2024-03-29T17:00,empty,94.9,25.24,407,43.0
mar2024,2024-03-29T18:00,empty,93.8,25.28,406,43.6
mar2024,2024-03-29T19:00,empty,94.5,25.26,408,43.6
mar2024,2024-03-29T20:00,empty,91.4,25.21,405,43.5
mar2024,2024-03-29T21:00,empty,91.7,25.14,409,43.7
mar2024,2024-03-29T22:00,empty,93.3,25.14,405,43.0
mar2024,2024-03-29T23:00,empty,92.9,25.16,405,43.5
mar2024,2024-03-30T00:00,empty,96.5,25.14,403,43.5
mar2024,2024-03-30T01:00,empty,88.0,25.14,399,43.4
mar2024,2024-03-30T02:00,empty,109.4,25.15,396,43.2
mar2024,2024-03-30T03:00,empty,105.2,25.11,399,43.3
mar2024,2024-03-30T04:00,empty,92.0,25.13,400,43.5
mar2024,2024-03-30T05:00,empty,96.1,25.12,397,43.6
mar2024,2024-03-30T06:00,empty,90.6,25.20,398,43.6
mar2024,2024-03-30T07:00,empty,88.8,25.24,398,43.2
mar2024,2024-03-30T08:00,empty,89.7,25.29,401,43.6
mar2024,2024-03-30T09:00,empty,88.7,25.35,400,43.6
mar2024,2024-03-30T10:00,empty,94.3,25.41,400,43.7
mar2024,2024-03-30T11:00,empty,93.4,25.51,403,43.2
mar2024,2024-03-30T12:00,empty,91.8,25.63,401,43.5
mar2024,2024-03-30T13:00,empty,90.4,25.71,397,43.5
mar2024,2024-03-30T14:00,empty,94.6,25.80,396,43.6
mar2024,2024-03-30T15:00,empty,95.7,25.81,397,43.8
mar2024,2024-03-30T16:00,empty,89.1,25.77,400,42.9
mar2024,2024-03-30T17:00,empty,88.0,25.75,399,43.6
mar2024,2024-03-30T18:00,empty,86.6,25.70,399,43.5
mar2024,2024-03-30T19:00,empty,90.9,25.71,399,43.5
mar2024,2024-03-30T20:00,empty,91.7,25.69,397,43.6
mar2024,2024-03-30T21:00,empty,89.7,25.66,398,42.9
mar2024,2024-03-30T22:00,empty,91.4,25.60,398,43.6
mar2024,2024-03-30T23:00,empty,86.0,25.56,395,43.5
mar2024,2024-03-31T00:00,empty,85.7,25.50,396,43.5
mar2024,2024-03-31T01:00,empty,92.3,25.43,396,43.5
mar2024,2024-03-31T02:00,empty,93.8,25.39,396,43.0
mar2024,2024-03-31T03:00,empty,96.5,25.23,398,43.6
mar2024,2024-03-31T04:00,empty,92.6,25.21,393,43.6
mar2024,2024-03-31T05:00,empty,91.3,25.16,397,43.6
mar2024,2024-03-31T06:00,empty,88.9,25.20,396,43.2
mar2024,2024-03-31T07:00,empty,91.1,25.37,396,43.3
mar2024,2024-03-31T08:00,empty,93.4,25.47,395,43.7
mar2024,2024-03-31T09:00,empty,96.5,25.58,393,44.1
mar2024,2024-03-31T10:00,empty,95.2,25.65,390,43.6
mar2024,2024-03-31T11:00,empty,101.3,25.74,394,43.1
mar2024,2024-03-31T12:00,empty,95.0,25.87,394,43.4
mar2024,2024-03-31T13:00,empty,104.0,25.96,394,43.6
mar2024,2024-03-31T14:00,empty,100.3,25.98,397,43.5
mar2024,2024-03-31T15:00,empty,98.0,25.99,400,43.6
mar2024,2024-03-31T16:00,empty,96.6,25.99,398,43.1
mar2024,2024-03-31T17:00,empty,97.3,25.89,397,43.3
mar2024,2024-03-31T18:00,empty,102.0,25.87,396,43.6
mar2024,2024-03-31T19:00,empty,93.9,25.90,398,43.5
mar2024,2024-03-31T20:00,empty,95.4,25.90,398,43.6
mar2024,2024-03-31T21:00,empty,96.3,25.90,393,43.5
mar2024,2024-03-31T22:00,empty,95.7,25.90,392,42.9
mar2024,2024-03-31T23:00,empty,94.3,25.92,391,43.5
mar2024,2024-04-01T00:00,empty,93.0,25.92,392,43.4
mar2024,2024-04-01T01:00,empty,97.8,25.92,392,43.5
mar2024,2024-04-01T02:00,empty,97.6,25.99,391,43.4
mar2024,2024-04-01T03:00,empty,95.6,26.04,394,43.5
mar2024,2024-04-01T04:00,empty,94.6,26.07,393,42.9
mar2024,2024-04-01T05:00,empty,94.8,26.10,395,43.5
mar2024,2024-04-01T06:00,empty,91.8,26.14,398,43.6
mar2024,2024-04-01T07:00,empty,96.6,26.20,397,43.5
mar2024,2024-04-01T08:00,empty,98.7,26.26,396,43.6
mar2024,2024-04-01T09:00,empty,99.4,26.31,393,43.5
mar2024,2024-04-01T10:00,empty,99.5,26.37,395,43.1
mar2024,2024-04-01T11:00,empty,96.0,26.40,393,43.4
mar2024,2024-04-01T12:00,empty,98.5,26.40,397,43.5
mar2024,2024-04-01T13:00,empty,99.1,26.40,393,43.6
mar2024,2024-04-01T14:00,empty,97.6,26.42,386,43.5
mar2024,2024-04-01T15:00,empty,106.8,26.49,389,43.6
mar2024,2024-04-01T16:00,empty,102.9,26.44,392,43.2
mar2024,2024-04-01T17:00,empty,93.6,26.40,395,43.1
mar2024,2024-04-01T18:00,empty,94.4,26.39,396,43.6
mar2024,2024-04-01T19:00,empty,92.6,26.35,394,43.6
mar2024,2024-04-01T20:00,empty,90.3,26.30,396,43.6
mar2024,2024-04-01T21:00,empty,92.8,26.26,399,43.6
mar2024,2024-04-01T22:00,empty,92.0,26.20,405,43.6
mar2024,2024-04-01T23:00,empty,90.8,26.16,411,42.9
mar2024,2024-04-02T00:00,empty,90.2,26.08,424,43.5
mar2024,2024-04-02T01:00,empty,93.9,26.01,421,43.6
mar2024,2024-04-02T02:00,empty,93.2,25.94,421,43.6
mar2024,2024-04-02T03:00,empty,98.5,25.91,412,43.6
mar2024,2024-04-02T04:00,empty,91.2,25.80,403,43.5
mar2024,2024-04-02T05:00,empty,89.7,25.74,401,43.0
mar2024,2024-04-02T06:00,empty,87.8,25.80,404,43.7
mar2024,2024-04-02T07:00,empty,87.7,25.96,404,43.7
mar2024,2024-04-02T08:00,empty,94.3,26.08,402,43.7
mar2024,2024-04-02T09:00,empty,93.9,26.14,404,43.6
mar2024,2024-04-02T10:00,empty,96.2,26.20,407,43.6
mar2024,2024-04-02T11:00,empty,93.6,26.23,405,43.1
mar2024,2024-04-02T12:00,empty,92.8,26.30,404,43.5
mar2024,2024-04-02T13:00,empty,92.4,26.30,399,43.7
mar2024,2024-04-02T14:00,empty,94.5,26.26,398,43.5
mar2024,2024-04-02T15:00,empty,94.0,26.28,397,43.6
mar2024,2024-04-02T16:00,empty,94.5,26.21,392,43.6
mar2024,2024-04-02T17:00,empty,91.7,26.20,391,43.0
mar2024,2024-04-02T18:00,empty,92.8,26.18,389,43.5
mar2024,2024-04-02T19:00,empty,89.5,26.14,401,43.5
mar2024,2024-04-02T20:00,empty,95.6,26.11,401,43.7
mar2024,2024-04-02T21:00,empty,92.7,26.07,401,43.6
mar2024,2024-04-02T22:00,empty,90.8,26.05,404,43.6
mar2024,2024-04-02T23:00,empty,89.4,25.96,408,43.0
mar2024,2024-04-03T00:00,empty,92.1,25.88,405,43.5
mar2024,2024-04-03T01:00,empty,91.7,26.14,410,43.6
mar2024,2024-04-03T02:00,empty,96.5,26.53,410,43.6
mar2024,2024-04-03T03:00,empty,96.3,26.47,409,43.7
mar2024,2024-04-03T04:00,empty,91.3,26.37,407,43.5
mar2024,2024-04-03T05:00,empty,89.6,26.40,405,43.3
mar2024,2024-04-03T06:00,empty,89.8,26.46,401,43.8
mar2024,2024-04-03T07:00,empty,93.0,26.53,402,43.8
mar2024,2024-04-03T08:00,empty,96.8,26.60,398,43.8
mar2024,2024-04-03T09:00,empty,92.6,26.66,401,43.4
mar2024,2024-04-03T10:00,empty,90.2,26.73,397,43.5
mar2024,2024-04-03T11:00,empty,92.4,26.81,391,43.8
mar2024,2024-04-03T12:00,empty,94.4,26.90,390,43.6
mar2024,2024-04-03T13:00,empty,91.5,26.97,390,43.7
mar2024,2024-04-03T14:00,empty,92.2,27.00,389,43.3
mar2024,2024-04-03T15:00,empty,93.9,27.00,388,43.3
mar2024,2024-04-03T16:00,empty,94.8,27.00,385,43.6
mar2024,2024-04-03T17:00,empty,93.3,27.00,384,43.6
mar2024,2024-04-03T18:00,empty,93.7,27.00,385,43.6
mar2024,2024-04-03T19:00,empty,94.0,26.96,392,43.6
mar2024,2024-04-03T20:00,empty,92.9,26.92,398,43.1
mar2024,2024-04-03T21:00,empty,92.5,26.87,408,43.5
mar2024,2024-04-03T22:00,empty,91.6,26.83,415,43.7
mar2024,2024-04-03T23:00,empty,91.3,26.80,413,43.7
mar2024,2024-04-04T00:00,empty,92.1,26.75,414,43.6
mar2024,2024-04-04T01:00,empty,89.8,26.63,417,43.3
mar2024,2024-04-04T02:00,empty,96.9,26.60,412,43.3
mar2024,2024-04-04T03:00,empty,98.8,26.52,411,43.7
mar2024,2024-04-04T04:00,empty,92.1,26.41,414,43.6
mar2024,2024-04-04T05:00,empty,93.2,26.35,414,43.7
mar2024,2024-04-04T06:00,empty,98.4,26.36,409,43.2
mar2024,2024-04-04T07:00,empty,97.0,26.49,405,43.5
mar2024,2024-04-04T08:00,empty,94.7,26.59,401,43.8
mar2024,2024-04-04T09:00,empty,93.2,26.68,400,43.7
mar2024,2024-04-04T10:00,empty,94.2,26.74,400,43.7
mar2024,2024-04-04T11:00,empty,97.3,26.83,398,43.3
mar2024,2024-04-04T12:00,empty,104.7,26.90,392,43.3
mar2024,2024-04-04T13:00,empty,114.3,27.00,387,43.7
mar2024,2024-04-04T14:00,empty,112.6,27.08,388,43.6
mar2024,2024-04-04T15:00,empty,101.7,27.12,387,43.6
mar2024,2024-04-04T16:00,empty,101.4,27.10,386,43.1
mar2024,2024-04-04T17:00,empty,103.6,27.10,387,43.3
mar2024,2024-04-04T18:00,empty,100.6,27.10,388,43.6
mar2024,2024-04-04T19:00,empty,102.5,27.10,390,43.6
mar2024,2024-04-04T20:00,empty,101.1,27.10,389,43.6
mar2024,2024-04-04T21:00,empty,99.2,27.09,392,43.6
mar2024,2024-04-04T22:00,empty,102.7,27.10,399,43.0
mar2024,2024-04-04T23:00,empty,100.9,27.07,410,43.6
mar2024,2024-04-05T00:00,empty,99.5,27.04,413,43.6
mar2024,2024-04-05T01:00,empty,104.3,26.97,412,43.5
mar2024,2024-04-05T02:00,empty,100.8,26.91,414,43.6
mar2024,2024-04-05T03:00,empty,106.2,26.82,416,43.4
mar2024,2024-04-05T04:00,empty,97.3,26.68,425,43.1
mar2024,2024-04-05T05:00,empty,99.6,26.64,426,43.7
mar2024,2024-04-05T06:00,empty,97.7,26.63,424,43.6
mar2024,2024-04-05T07:00,empty,96.2,26.74,419,43.7
mar2024,2024-04-05T08:00,empty,100.2,26.84,408,43.7
mar2024,2024-04-05T09:00,empty,99.7,26.93,405,43.0
mar2024,2024-04-05T10:00,empty,100.3,26.98,406,43.7
mar2024,2024-04-05T11:00,empty,98.5,27.04,407,43.5
mar2024,2024-04-05T12:00,empty,100.4,27.17,399,43.7
mar2024,2024-04-05T13:00,empty,93.4,27.29,391,43.6
mar2024,2024-04-05T14:00,empty,96.3,27.43,385,43.4
mar2024,2024-04-05T15:00,empty,98.2,27.48,426,46.0
mar2024,2024-04-05T16:00,empty,101.8,27.49,442,43.6
mar2024,2024-04-05T17:00,empty,98.0,27.40,421,43.5
mar2024,2024-04-05T18:00,empty,103.8,27.41,409,43.5
mar2024,2024-04-05T19:00,empty,95.8,27.40,399,43.5
mar2024,2024-04-05T20:00,empty,95.2,27.40,399,43.4
mar2024,2024-04-05T21:00,empty,95.6,27.39,394,43.1
mar2024,2024-04-05T22:00,empty,95.9,27.31,395,43.4
mar2024,2024-04-05T23:00,empty,93.0,27.38,399,43.6
mar2024,2024-04-06T00:00,empty,89.1,27.27,397,43.5
mar2024,2024-04-06T01:00,empty,89.7,27.18,399,43.6
mar2024,2024-04-06T02:00,empty,99.4,27.09,401,43.5
mar2024,2024-04-06T03:00,empty,97.2,26.99,399,43.2
mar2024,2024-04-06T04:00,empty,86.9,26.85,394,43.3
mar2024,2024-04-06T05:00,empty,91.3,26.75,399,43.6
mar2024,2024-04-06T06:00,empty,88.1,26.77,402,43.7
mar2024,2024-04-06T07:00,empty,93.9,26.91,399,43.7
mar2024,2024-04-06T08:00,empty,90.8,27.04,401,43.7
mar2024,2024-04-06T09:00,empty,92.5,27.11,397,43.5
mar2024,2024-04-06T10:00,empty,89.2,27.20,394,43.1
mar2024,2024-04-06T11:00,empty,93.3,27.26,392,43.8
mar2024,2024-04-06T12:00,empty,95.5,27.41,389,43.6
mar2024,2024-04-06T13:00,empty,95.6,27.49,388,43.7
mar2024,2024-04-06T14:00,empty,95.4,27.60,388,43.6
mar2024,2024-04-06T15:00,empty,95.1,27.61,385,43.6
mar2024,2024-04-06T16:00,empty,92.1,27.59,386,43.0
mar2024,2024-04-06T17:00,empty,97.4,27.59,387,43.4
mar2024,2024-04-06T18:00,empty,92.9,27.51,390,43.6
mar2024,2024-04-06T19:00,empty,92.0,27.50,399,43.7
mar2024,2024-04-06T20:00,empty,89.0,27.49,400,43.6
mar2024,2024-04-06T21:00,empty,90.7,27.46,400,43.6
mar2024,2024-04-06T22:00,empty,94.5,27.33,404,43.7
mar2024,2024-04-06T23:00,empty,88.4,27.24,410,43.2
mar2024,2024-04-07T00:00,empty,90.1,27.11,410,43.4
mar2024,2024-04-07T01:00,empty,93.3,27.00,407,43.5
mar2024,2024-04-07T02:00,empty,98.0,26.89,399,43.6
mar2024,2024-04-07T03:00,empty,95.0,26.82,398,43.6
mar2024,2024-04-07T04:00,empty,93.0,26.72,401,43.6
mar2024,2024-04-07T05:00,empty,90.1,26.64,401,43.7
mar2024,2024-04-07T06:00,empty,92.6,26.65,401,43.0
mar2024,2024-04-07T07:00,empty,91.3,26.78,396,43.7
mar2024,2024-04-07T08:00,empty,92.2,26.77,397,43.7
mar2024,2024-04-07T09:00,empty,95.8,26.95,404,43.6
mar2024,2024-04-07T10:00,empty,93.2,27.00,404,43.7
mar2024,2024-04-07T11:00,empty,95.4,27.09,395,43.7
mar2024,2024-04-07T12:00,empty,91.4,27.15,393,43.0
mar2024,2024-04-07T13:00,empty,90.1,27.29,389,43.6
mar2024,2024-04-07T14:00,empty,93.1,27.40,385,43.7
mar2024,2024-04-07T15:00,empty,91.3,27.39,380,43.6
mar2024,2024-04-07T16:00,empty,90.1,27.36,381,43.7
mar2024,2024-04-07T17:00,empty,94.2,27.31,380,43.5
mar2024,2024-04-07T18:00,empty,89.7,27.30,381,43.0
mar2024,2024-04-07T19:00,empty,91.9,27.27,383,43.7
mar2024,2024-04-07T20:00,empty,93.0,27.27,382,43.5
mar2024,2024-04-07T21:00,empty,91.6,27.23,391,43.7
mar2024,2024-04-07T22:00,empty,93.2,27.17,406,43.6
mar2024,2024-04-07T23:00,empty,87.5,27.14,418,43.6
mar2024,2024-04-08T00:00,empty,89.1,27.02,412,43.0
mar2024,2024-04-08T01:00,empty,96.2,26.97,409,43.4
mar2024,2024-04-08T02:00,empty,93.5,26.86,408,43.5
mar2024,2024-04-08T03:00,empty,98.7,26.78,407,43.7
mar2024,2024-04-08T04:00,empty,90.2,26.71,410,43.6
mar2024,2024-04-08T05:00,empty,89.2,26.61,411,43.6
mar2024,2024-04-08T06:00,empty,88.9,26.68,409,43.1
mar2024,2024-04-08T07:00,empty,93.9,26.79,402,43.6
mar2024,2024-04-08T08:00,empty,92.0,26.89,394,43.7
mar2024,2024-04-08T09:00,empty,99.5,26.91,386,43.7
mar2024,2024-04-08T10:00,empty,90.4,26.99,381,43.7
mar2024,2024-04-08T11:00,empty,93.2,27.06,382,43.2
mar2024,2024-04-08T12:00,empty,92.6,27.16,382,43.4
mar2024,2024-04-08T13:00,empty,89.0,27.23,376,43.7
mar2024,2024-04-08T14:00,empty,92.3,27.37,378,43.6
mar2024,2024-04-08T15:00,empty,90.6,27.40,380,43.7
mar2024,2024-04-08T16:00,empty,87.9,27.38,379,43.3
mar2024,2024-04-08T17:00,empty,88.2,27.40,379,43.2
mar2024,2024-04-08T18:00,empty,86.2,27.39,381,43.5
mar2024,2024-04-08T19:00,empty,86.3,27.40,379,43.6
mar2024,2024-04-08T20:00,empty,90.6,27.39,384,43.5
mar2024,2024-04-08T21:00,empty,86.5,27.40,392,43.6
mar2024,2024-04-08T22:00,empty,87.6,27.34,404,43.0
mar2024,2024-04-08T23:00,empty,88.6,27.35,405,43.4
mar2024,2024-04-09T00:00,empty,89.2,27.30,410,43.6
mar2024,2024-04-09T01:00,empty,88.7,27.31,411,43.7
mar2024,2024-04-09T02:00,empty,88.4,27.31,404,43.7
mar2024,2024-04-09T03:00,empty,90.8,27.28,401,43.5
mar2024,2024-04-09T04:00,empty,85.7,27.16,414,43.3
mar2024,2024-04-09T05:00,empty,86.5,27.10,419,43.3
mar2024,2024-04-09T06:00,empty,84.8,27.14,416,43.7
mar2024,2024-04-09T07:00,empty,86.4,27.23,412,43.7
mar2024,2024-04-09T08:00,empty,86.7,27.35,408,43.7
mar2024,2024-04-09T09:00,empty,86.2,27.38,402,43.7
mar2024,2024-04-09T10:00,empty,85.4,27.44,395,43.4
mar2024,2024-04-09T11:00,empty,85.1,27.51,391,43.4
mar2024,2024-04-09T12:00,empty,125.0,27.69,402,43.7
mar2024,2024-04-09T13:00,empty,198.0,27.75,431,46.0
mar2024,2024-04-09T14:00,empty,175.4,27.77,444,46.1
mar2024,2024-04-09T15:00,empty,189.0,27.91,487,46.3
mar2024,2024-04-09T16:00,empty,182.5,27.91,492,45.0
mar2024,2024-04-09T17:00,empty,178.8,27.88,467,44.2
mar2024,2024-04-09T18:00,empty,161.8,27.86,449,43.4
mar2024,2024-04-09T19:00,empty,165.5,27.93,489,47.7
mar2024,2024-04-09T20:00,empty,199.7,27.95,530,47.6
mar2024,2024-04-09T21:00,empty,237.4,27.91,547,43.6
mar2024,2024-04-09T22:00,empty,222.9,27.90,554,43.7
mar2024,2024-04-09T23:00,empty,206.0,27.92,570,43.5
mar2024,2024-04-10T00:00,back,206.5,27.94,571,43.7
mar2024,2024-04-10T01:00,back,205.8,27.87,553,43.7
mar2024,2024-04-10T02:00,back,177.7,27.88,509,43.6
mar2024,2024-04-10T03:00,back,165.1,27.93,475,43.6
mar2024,2024-04-10T04:00,back,97.5,27.77,451,43.4
mar2024,2024-04-10T05:00,back,43.1,27.69,433,43.3
mar2024,2024-04-10T06:00,back,41.5,27.66,414,43.3
mar2024,2024-04-10T07:00,back,41.3,27.68,409,43.6
mar2024,2024-04-10T08:00,back,43.7,27.74,408,43.7
mar2024,2024-04-10T09:00,back,42.9,27.78,415,43.8
mar2024,2024-04-10T10:00,back,48.4,27.81,440,43.8
mar2024,2024-04-10T11:00,back,16.3,27.59,473,43.9
mar2024,2024-04-10T12:00,back,9.3,27.69,523,45.2
mar2024,2024-04-10T13:00,back,5.0,27.86,528,46.0
mar2024,2024-04-10T14:00,back,8.6,28.07,587,50.2
mar2024,2024-04-10T15:00,back,9.1,28.12,597,47.1
mar2024,2024-04-10T16:00,back,3.7,28.10,567,45.9
mar2024,2024-04-10T17:00,back,4.8,28.10,558,43.8
mar2024,2024-04-10T18:00,back,3.4,28.04,569,43.8
mar2024,2024-04-10T19:00,back,7.0,27.97,530,43.9
mar2024,2024-04-10T20:00,back,7.9,28.03,543,44.0
mar2024,2024-04-10T21:00,back,6.5,28.11,606,51.4
mar2024,2024-04-10T22:00,back,4.4,28.19,641,44.6
mar2024,2024-04-10T23:00,back,4.9,28.08,624,43.7
mar2024,2024-04-11T00:00,back,4.1,28.07,588,43.8
mar2024,2024-04-11T01:00,back,2.8,28.01,552,43.7
mar2024,2024-04-11T02:00,back,2.3,27.88,522,43.8
mar2024,2024-04-11T03:00,back,3.4,27.82,493,43.7
mar2024,2024-04-11T04:00,back,2.8,27.77,463,43.5
mar2024,2024-04-11T05:00,back,3.7,27.67,434,43.4
mar2024,2024-04-11T06:00,back,3.5,27.60,416,43.8
mar2024,2024-04-11T07:00,back,2.4,27.57,406,43.7
mar2024,2024-04-11T08:00,back,4.4,27.67,415,44.5
mar2024,2024-04-11T09:00,back,15.5,27.76,423,45.0
mar2024,2024-04-11T10:00,back,18.7,27.92,423,44.7
mar2024,2024-04-11T11:00,back,23.1,28.10,389,44.3
mar2024,2024-04-11T12:00,back,18.6,28.38,377,44.3
mar2024,2024-04-11T13:00,back,39.8,28.60,382,44.5
mar2024,2024-04-11T14:00,back,52.5,28.88,381,44.4
mar2024,2024-04-11T15:00,back,43.9,29.03,380,44.1
mar2024,2024-04-11T16:00,back,65.7,29.10,382,44.3
mar2024,2024-04-11T17:00,back,37.9,28.90,389,44.2
mar2024,2024-04-11T18:00,back,46.9,28.76,391,43.9
mar2024,2024-04-11T19:00,back,56.0,28.36,399,44.6
mar2024,2024-04-11T20:00,back,10.4,27.11,492,53.0
mar2024,2024-04-11T21:00,back,5.5,27.92,607,45.7
mar2024,2024-04-11T22:00,back,2.1,28.09,626,44.8
mar2024,2024-04-11T23:00,back,2.7,28.22,651,43.8
mar2024,2024-04-12T00:00,back,4.5,28.32,683,43.6
mar2024,2024-04-12T01:00,back,3.6,28.31,713,43.7
mar2024,2024-04-12T02:00,back,4.9,28.31,734,43.9
mar2024,2024-04-12T03:00,back,5.0,28.31,754,43.7
mar2024,2024-04-12T04:00,back,5.3,28.30,692,43.6
mar2024,2024-04-12T05:00,back,4.8,28.14,622,43.7
mar2024,2024-04-12T06:00,back,4.8,28.11,575,43.7
mar2024,2024-04-12T07:00,back,3.9,28.13,556,43.7
